episode_window_idx,percentile,real_action_magnitude,block_motion,agent_motion,contact_change,history_slot_stability
1811,96.875,3.4029157161712646,126.10910034179688,182.8393096923828,1.0,0.9246691763401031
6716,87.5,2.9335246086120605,0.0,61.09456253051758,0.0,0.9271017014980316
7357,56.25,3.672701835632324,3.8787529468536377,54.659629821777344,0.0,0.9276344776153564
3376,0.0,3.1886048316955566,3.989661455154419,112.72102355957031,0.0,0.9244830906391144
5436,90.625,3.6072499752044678,76.00304412841797,166.1868133544922,2.0,0.9224644601345062
7900,50.0,2.49726939201355,18.109376907348633,158.88064575195312,1.0,0.9240161776542664
3729,81.25,4.195151329040527,104.7999496459961,118.66928100585938,2.0,0.9216263890266418
7789,6.25,3.3485686779022217,7.849149703979492,112.62351989746094,1.0,0.9259019494056702
6902,18.75,2.7809152603149414,55.17106628417969,68.08499145507812,0.0,0.9229726791381836
7766,87.5,3.7890915870666504,45.02521514892578,64.4689712524414,1.0,0.9212391376495361
4235,46.875,2.6978561878204346,33.221439361572266,96.59939575195312,1.0,0.9267054498195648
3427,71.875,2.9372503757476807,17.76726531982422,181.90382385253906,1.0,0.9256971180438995
3270,68.75,2.512754440307617,0.0,115.44244384765625,0.0,0.9276930689811707
4401,34.375,1.2225754261016846,2.5648140907287598,89.87528991699219,0.0,0.9262100458145142
6673,59.375,3.4890613555908203,15.66466236114502,51.552303314208984,2.0,0.9252679944038391
426,46.875,2.100759744644165,113.95221710205078,168.72584533691406,1.0,0.9229856431484222
64,93.75,3.1550962924957275,88.32691192626953,95.98773956298828,1.0,0.9228594899177551
3778,40.625,2.5377516746520996,59.42877197265625,144.0747833251953,0.0,0.9244378805160522
199,100.0,3.9926552772521973,13.88125228881836,83.71685028076172,1.0,0.9266552031040192
4850,50.0,3.6462931632995605,109.55885314941406,137.97340393066406,0.0,0.9252749979496002
4053,53.125,3.5651378631591797,17.60504913330078,70.09911346435547,1.0,0.9261251389980316
4232,18.75,2.6783909797668457,0.0,76.77452087402344,0.0,0.9271358251571655
273,43.75,2.5356924533843994,148.34906005859375,138.28184509277344,1.0,0.9257719218730927
6075,9.375,3.427910804748535,46.93913650512695,94.29916381835938,3.0,0.9260832071304321
4820,6.25,2.387158155441284,23.778709411621094,90.89338684082031,1.0,0.924493670463562
2807,71.875,3.741483211517334,37.94554138183594,57.80764389038086,0.0,0.9247013330459595
5132,37.5,2.6018130779266357,17.76726531982422,44.69804382324219,0.0,0.9251179397106171
3489,93.75,3.6320602893829346,7.663286209106445,45.82804489135742,1.0,0.9274482131004333
6483,21.875,3.5237650871276855,190.98049926757812,251.21878051757812,1.0,0.9226328730583191
1591,93.75,3.7032413482666016,38.84417724609375,73.48074340820312,1.0,0.9260933697223663
1997,12.5,3.485534906387329,86.76860046386719,199.2502899169922,1.0,0.9237156808376312
542,75.0,3.2561867237091064,22.253660202026367,66.66448211669922,2.0,0.9240090548992157
4965,59.375,4.212024688720703,80.65766143798828,105.08076477050781,1.0,0.9233595430850983
7112,50.0,4.103601455688477,27.82124900817871,131.51129150390625,1.0,0.924933522939682
948,34.375,2.723712205886841,0.0,142.1625213623047,0.0,0.9250268936157227
7914,31.25,0.8259372711181641,13.154739379882812,134.45005798339844,1.0,0.9228393733501434
3582,37.5,3.3675196170806885,36.93657684326172,39.19950866699219,1.0,0.925297737121582
5854,6.25,3.90175199508667,57.104270935058594,140.454345703125,0.0,0.9258289039134979
7868,0.0,2.6764259338378906,45.05815124511719,119.8545150756836,1.0,0.9240952134132385
1083,9.375,2.882410764694214,101.3704833984375,197.80596923828125,0.0,0.9224238693714142
1595,3.125,3.1501336097717285,130.81158447265625,128.51937866210938,2.0,0.9250015020370483
1534,84.375,3.8115792274475098,0.0,75.07939147949219,0.0,0.9267908036708832
7579,62.5,2.730234146118164,95.05256652832031,141.27781677246094,0.0,0.9234617650508881
5853,81.25,4.120286464691162,48.97774887084961,86.54700469970703,2.0,0.926310658454895
4243,37.5,1.371987223625183,0.39390119910240173,34.15874481201172,0.0,0.9237587749958038
477,87.5,3.4881792068481445,65.45567321777344,75.80085754394531,1.0,0.923222541809082
3865,21.875,3.663013458251953,57.476463317871094,43.39690017700195,0.0,0.9243560433387756
960,31.25,3.2638533115386963,28.90408706665039,54.737953186035156,1.0,0.9258281886577606
6214,59.375,3.4312283992767334,3.6039936542510986,53.03400421142578,0.0,0.9251092374324799
1890,9.375,2.485140800476074,115.33231353759766,138.2174530029297,0.0,0.9261358976364136
1685,62.5,3.024768829345703,0.0,92.39434051513672,0.0,0.9271972477436066
687,53.125,3.0740342140197754,4.813009738922119,115.1151351928711,1.0,0.9245055317878723
2067,3.125,2.440424680709839,2.4845478534698486,36.63493728637695,1.0,0.9253351092338562
5424,25.0,3.0233137607574463,47.4582633972168,52.400569915771484,0.0,0.9239403307437897
3204,78.125,2.999333381652832,70.23516082763672,84.94551086425781,0.0,0.9257103204727173
1417,6.25,2.447690486907959,15.796564102172852,18.196969985961914,0.0,0.9234304428100586
5989,87.5,3.285595178604126,44.632110595703125,68.07788848876953,0.0,0.9257291257381439
2064,75.0,3.4571328163146973,5.929666042327881,119.03852081298828,0.0,0.9246348142623901
7939,9.375,2.9865758419036865,124.1718521118164,97.39502716064453,0.0,0.9245158433914185
5561,40.625,4.083544731140137,130.62088012695312,135.17649841308594,1.0,0.9239043593406677
3382,25.0,2.781574010848999,100.49223327636719,82.21601104736328,0.0,0.9247649013996124
4356,68.75,2.494062900543213,3.7011773586273193,33.898956298828125,0.0,0.9241491258144379
2958,100.0,3.853163480758667,101.99634552001953,152.09402465820312,3.0,0.9243633151054382
5011,34.375,3.4612154960632324,64.82159423828125,95.34967803955078,0.0,0.9222374558448792
1365,81.25,2.7909789085388184,12.190868377685547,73.02974700927734,0.0,0.9253318011760712
5734,40.625,2.8046762943267822,10.77022933959961,31.446435928344727,1.0,0.9271965026855469
3048,12.5,2.8959150314331055,75.30615234375,147.502685546875,1.0,0.9245722889900208
6608,100.0,3.1071228981018066,0.0,27.551382064819336,0.0,0.9273556470870972
2241,18.75,3.5994882583618164,0.0,93.06005096435547,0.0,0.9245571494102478
5227,46.875,2.442990303039551,0.07176271080970764,25.994112014770508,0.0,0.9275252819061279
7793,68.75,3.2000789642333984,27.335546493530273,138.6519012451172,0.0,0.9218859970569611
6009,59.375,2.356133460998535,23.604528427124023,47.25333786010742,2.0,0.9227539598941803
4019,15.625,3.4887659549713135,91.0619125366211,80.95794677734375,0.0,0.9254404902458191
2410,100.0,2.9946675300598145,79.25944519042969,20.117212295532227,0.0,0.9212394058704376
3629,87.5,4.091291904449463,6.888960361480713,126.14157104492188,0.0,0.9260824918746948
5830,62.5,3.6844348907470703,124.27501678466797,156.21578979492188,3.0,0.9249732792377472
5375,15.625,2.8553192615509033,18.497011184692383,21.94708824157715,0.0,0.9269138276576996
6422,87.5,2.4288949966430664,0.0,18.656906127929688,0.0,0.9272706210613251
1452,62.5,3.5104634761810303,65.79399108886719,63.251041412353516,0.0,0.9244211912155151
2629,0.0,4.01767635345459,82.693115234375,110.42162322998047,1.0,0.9258269369602203
223,62.5,2.9081056118011475,27.05422019958496,23.936742782592773,0.0,0.9229182302951813
4826,71.875,3.208707571029663,0.0,48.42232894897461,0.0,0.9251618683338165
1287,25.0,2.284968137741089,21.46030044555664,222.45956420898438,0.0,0.9247661232948303
6084,9.375,2.642728567123413,41.82117462158203,163.9506072998047,1.0,0.9243209958076477
6851,37.5,2.373222589492798,59.304931640625,85.40361785888672,0.0,0.9254856705665588
3601,78.125,3.6464483737945557,0.0,38.63456726074219,0.0,0.9255028963088989
2351,68.75,3.916541576385498,30.365520477294922,132.90924072265625,1.0,0.9261892139911652
6658,37.5,3.057650566101074,83.5300064086914,134.0099334716797,1.0,0.9244157373905182
4916,65.625,2.857959270477295,35.54232406616211,152.4768829345703,0.0,0.9245982468128204
4395,84.375,3.077491283416748,24.697357177734375,37.95320510864258,0.0,0.9249382615089417
3147,40.625,2.639618158340454,27.32134437561035,122.23027801513672,0.0,0.9243466854095459
1910,100.0,3.332951545715332,0.0,74.1862564086914,0.0,0.926459014415741
3393,34.375,2.5835330486297607,0.0,32.8066520690918,0.0,0.9257827997207642
5861,21.875,3.1362202167510986,7.511290073394775,65.5486831665039,2.0,0.9240204095840454
6213,6.25,2.9315285682678223,32.534088134765625,109.98161315917969,1.0,0.9255757033824921
736,46.875,2.2520008087158203,0.0,62.400917053222656,0.0,0.9254972040653229
329,59.375,2.9213972091674805,45.28349685668945,78.75021362304688,0.0,0.924297422170639
3731,59.375,2.4137492179870605,15.686288833618164,52.211002349853516,0.0,0.9256768524646759
6396,0.0,3.515559673309326,18.997943878173828,74.2809066772461,0.0,0.9260953962802887
3662,56.25,3.0774848461151123,0.0,106.45511627197266,0.0,0.9266884922981262
1100,90.625,2.771608591079712,0.0,34.28799057006836,0.0,0.9268108904361725
6014,46.875,3.7113282680511475,63.21344757080078,69.81773376464844,1.0,0.9240573644638062
6432,25.0,3.4731082916259766,105.21806335449219,98.3696517944336,1.0,0.9265447854995728
267,6.25,3.1251935958862305,30.654333114624023,64.04199981689453,0.0,0.9244903326034546
7004,100.0,3.635183811187744,1.8452850580215454,33.880882263183594,0.0,0.9258145689964294
8095,84.375,4.116437911987305,13.038152694702148,17.374923706054688,0.0,0.9268901646137238
692,46.875,2.8320271968841553,0.0,71.48853302001953,0.0,0.924880862236023
2834,71.875,3.135119915008545,78.77063751220703,83.00834655761719,0.0,0.9256987571716309
3487,0.0,2.6032347679138184,60.93293380737305,104.42832946777344,1.0,0.9234194159507751
1765,40.625,3.5379490852355957,0.2194383591413498,75.27336120605469,0.0,0.926954060792923
4652,40.625,1.9552465677261353,67.68880462646484,172.9544677734375,0.0,0.9214751422405243
6289,9.375,2.8829102516174316,68.18885040283203,49.9232063293457,1.0,0.9243460595607758
6873,90.625,3.4515535831451416,150.61199951171875,186.71470642089844,2.0,0.9232598841190338
6061,75.0,2.80492901802063,170.19873046875,161.58506774902344,1.0,0.9233796894550323
7660,21.875,3.0619161128997803,5.415324687957764,154.6305389404297,0.0,0.9250784516334534
7062,50.0,3.0499353408813477,48.16779708862305,91.29519653320312,0.0,0.9250132739543915
2012,96.875,2.706390142440796,45.554622650146484,101.82363891601562,1.0,0.9250094294548035
5345,28.125,1.9836174249649048,60.368167877197266,92.2282485961914,0.0,0.9260188043117523
7765,62.5,2.861276865005493,0.03399791568517685,102.72801971435547,0.0,0.9273354709148407
180,53.125,3.1785919666290283,54.48515319824219,25.94196891784668,2.0,0.9265550971031189
374,43.75,2.6932590007781982,0.0,69.97627258300781,1.0,0.9250574707984924
3441,18.75,3.3820888996124268,16.21866798400879,118.05198669433594,1.0,0.9254125356674194
2228,34.375,3.2309134006500244,119.0869140625,124.84319305419922,0.0,0.9243843853473663
6839,34.375,2.6627745628356934,0.0,61.63450241088867,1.0,0.9242405593395233
6804,81.25,3.4484171867370605,0.0,46.66816329956055,0.0,0.9262711405754089
5876,93.75,4.282250881195068,143.5064239501953,110.15864562988281,0.0,0.9259596765041351
5114,100.0,3.4464519023895264,0.0,51.96392059326172,0.0,0.9261284172534943
6046,96.875,3.763533115386963,77.64476776123047,117.29818725585938,0.0,0.9206092953681946
1617,71.875,2.7761988639831543,123.51995086669922,176.94932556152344,0.0,0.9233549535274506
8026,9.375,2.257092237472534,74.2781982421875,103.732421875,1.0,0.9259711503982544
2443,93.75,3.221783399581909,88.21798706054688,55.670623779296875,1.0,0.9231514930725098
2520,6.25,3.6706960201263428,7.177120208740234,78.59333038330078,1.0,0.9246916770935059
1364,56.25,3.623812437057495,148.36862182617188,125.69417572021484,1.0,0.9234365522861481
3660,46.875,2.8978755474090576,9.64116096496582,50.86814498901367,1.0,0.9257110357284546
7337,31.25,2.2605817317962646,58.29521560668945,48.099365234375,1.0,0.9265629351139069
4265,59.375,3.1577510833740234,6.021881580352783,75.55194091796875,0.0,0.9261878132820129
933,28.125,2.7462055683135986,13.682474136352539,42.3303337097168,0.0,0.9252678155899048
2626,100.0,4.153882026672363,53.62807846069336,110.20330810546875,0.0,0.9263590574264526
616,93.75,3.580463171005249,50.750240325927734,74.49786376953125,1.0,0.9248152077198029
2015,93.75,3.861616849899292,18.659832000732422,123.82796478271484,1.0,0.925025999546051
5976,59.375,3.327857732772827,73.69657897949219,85.70589447021484,1.0,0.925123780965805
6931,50.0,2.482327461242676,0.0014288501115515828,42.85287857055664,0.0,0.9246140420436859
3358,3.125,2.8841426372528076,63.13420104980469,69.70281982421875,1.0,0.92161625623703
2250,71.875,4.231419086456299,4.759368419647217,52.00834655761719,0.0,0.9236117303371429
4105,87.5,2.6694469451904297,25.74973487854004,32.034122467041016,0.0,0.9245498478412628
3854,53.125,2.399934768676758,0.0,61.321510314941406,0.0,0.925051361322403
5215,50.0,3.032855749130249,0.0,30.37644386291504,0.0,0.9268192052841187
3708,18.75,2.5505847930908203,0.0,55.70352554321289,0.0,0.9264618754386902
3362,6.25,3.626490354537964,69.64486694335938,59.713802337646484,1.0,0.9248601794242859
2521,84.375,2.7404117584228516,0.0,54.357887268066406,0.0,0.9262323379516602
7217,12.5,3.4424808025360107,1.180345058441162,38.17709732055664,1.0,0.9256931841373444
878,21.875,3.379122257232666,42.17348861694336,86.94252014160156,2.0,0.925633579492569
4378,71.875,2.8133127689361572,179.75930786132812,203.5839080810547,2.0,0.9257098436355591
1221,53.125,2.3300833702087402,0.0,47.601566314697266,0.0,0.9240082502365112
3589,71.875,2.990863561630249,72.3377685546875,10.687398910522461,1.0,0.9255032241344452
2518,62.5,3.5482113361358643,15.048093795776367,127.14773559570312,3.0,0.9268890023231506
7976,68.75,3.193743944168091,0.0,47.261085510253906,0.0,0.9248712956905365
7709,75.0,3.530967950820923,27.305858612060547,55.696842193603516,1.0,0.9263539910316467
4166,87.5,4.415309906005859,40.20398712158203,114.41317749023438,1.0,0.9232989251613617
1415,71.875,2.522690773010254,49.74861145019531,35.62413787841797,0.0,0.9245878756046295
6836,75.0,3.280092716217041,4.047603130340576,67.43060302734375,1.0,0.9270396530628204
7100,15.625,3.2864537239074707,19.36510467529297,174.3662567138672,0.0,0.9266322255134583
5487,0.0,2.5532898902893066,0.0,14.619475364685059,0.0,0.9255779683589935
2002,75.0,2.500969171524048,59.71947479248047,99.32796478271484,0.0,0.9243195056915283
2458,81.25,3.285881280899048,107.51988220214844,99.69676971435547,2.0,0.9258194863796234
6253,84.375,3.015852689743042,0.0,170.4015655517578,0.0,0.9270069599151611
1532,15.625,2.1632044315338135,53.81292724609375,136.8612060546875,1.0,0.9260865151882172
4111,50.0,3.444676637649536,12.779353141784668,86.45679473876953,0.0,0.9267830848693848
1773,3.125,3.437635660171509,11.750097274780273,194.93136596679688,0.0,0.9258127212524414
604,78.125,3.9276986122131348,68.51598358154297,106.33989715576172,0.0,0.9250364303588867
6785,3.125,2.4285523891448975,6.789924144744873,107.38215637207031,0.0,0.9249603450298309
7565,50.0,3.321073532104492,147.1350555419922,148.4373321533203,2.0,0.9250430166721344
1399,53.125,3.062845230102539,58.8946647644043,34.01250457763672,1.0,0.9255188703536987
2739,25.0,3.1181890964508057,0.0,46.938453674316406,0.0,0.9253862500190735
3829,96.875,2.876777172088623,0.0,89.88655090332031,0.0,0.926293283700943
7488,87.5,2.8951852321624756,91.12328338623047,94.90364837646484,0.0,0.9247316718101501
4989,53.125,3.8521392345428467,4.178084373474121,13.917880058288574,0.0,0.9250846207141876
7578,87.5,3.0420637130737305,0.0,102.74772644042969,0.0,0.9236408472061157
2821,68.75,3.22027325630188,96.89954376220703,70.98334503173828,2.0,0.9241608679294586
5326,15.625,2.912797212600708,106.68609619140625,94.08199310302734,1.0,0.9257043600082397
7623,84.375,3.5234270095825195,60.02228927612305,54.609580993652344,0.0,0.926356852054596
7267,78.125,3.4376871585845947,16.193899154663086,131.15968322753906,1.0,0.9237306714057922
6274,3.125,3.3260951042175293,80.1141357421875,112.72986602783203,0.0,0.9245476722717285
5228,84.375,3.8171913623809814,0.0,58.24735641479492,0.0,0.925512969493866
6662,56.25,3.0161664485931396,78.92548370361328,53.94687271118164,0.0,0.9250485599040985
7208,21.875,2.51646089553833,0.0,44.087318420410156,0.0,0.9265581965446472
2085,50.0,2.337454319000244,1.0217936038970947,70.03209686279297,0.0,0.9263253509998322
6826,65.625,3.1359546184539795,0.0,66.01844787597656,0.0,0.9259936213493347
576,25.0,3.2864620685577393,94.57342529296875,119.56920623779297,2.0,0.9250856637954712
6175,6.25,3.114434003829956,0.0,13.734485626220703,0.0,0.9258754849433899
7940,53.125,2.65022611618042,21.53894805908203,65.75,1.0,0.9249220192432404
1977,93.75,3.5190646648406982,0.0,99.53470611572266,0.0,0.9228805601596832
4288,71.875,2.9443488121032715,1.040015459060669,41.264347076416016,1.0,0.9258484542369843
24,18.75,2.5347020626068115,24.70018196105957,38.73048782348633,1.0,0.9241436421871185
1109,34.375,3.1284444332122803,0.0,100.14173889160156,0.0,0.9278186559677124
48,75.0,3.586127758026123,12.155887603759766,69.82614135742188,0.0,0.9242164492607117
2847,34.375,3.234410047531128,0.0,144.5366973876953,1.0,0.9264893531799316
5128,78.125,2.7094287872314453,0.0,35.27585983276367,0.0,0.9246257245540619
6101,68.75,3.446798324584961,0.0,127.477783203125,0.0,0.9235659539699554
5409,100.0,4.295481204986572,132.4867401123047,164.97900390625,1.0,0.9241155982017517
